Department,Department-Division,PCN,Position Title,FLSA Status,Initial Hire Date,Date in Title,Salary
MUS,MUS 030 Aquarium Animal Husbandry,B.007304.1,Dive Safety Officer,Non Exempt,25-Apr-2019,25-Apr-2019,45203.60
MUS,MUS 030 Aquarium Animal Husbandry,B.007418,Exhibits Technician III,Non Exempt,15-Jul-2021,,42827.20
MUS,MUS 030 Aquarium Animal Husbandry,B.004235.1,Exhibits Technician II,Non Exempt,25-Feb-2021,25-Feb-2021,39628.16
MUS,MUS 030 Aquarium Animal Husbandry,B.006721.1,Exhibits Technician I,Non Exempt,17-Jan-2019,17-Jan-2019,33612.02
MUS,MUS 030 Aquarium Animal Husbandry,B.006723.1,Exhibits Technician I,Non Exempt,05-Dec-2006,01-Jul-2011,37564.02
MUS,MUS 030 Aquarium Animal Husbandry,B.006720.1,Exhibits Technician I,Non Exempt,29-Jul-2021,,31844.80
MUS,MUS 030 Aquarium Animal Husbandry,B.005166.1,Senior Curator,Exempt,25-Mar-2021,25-Mar-2021,52208.00
MUS,MUS 030 Aquarium Animal Husbandry,B.006394.1,Exhibits Technician II,Non Exempt,20-Jun-2007,26-Mar-2020,38074.40
MUS,MUS 030 Aquarium Animal Husbandry,B.001979.1,Exhibits Technician I,Non Exempt,01-Jul-2021,,31844.80
MUS,MUS 030 Aquarium Animal Husbandry,B.005159.1,Exhibits Technician II,Non Exempt,12-Sep-2019,12-Sep-2019,38074.40
MUS,MUS 030 Aquarium Animal Husbandry,B.005162.1,Exhibits Technician II,Non Exempt,17-Jan-2019,17-Jan-2019,38074.40
MUS,MUS 030 Aquarium Animal Husbandry,B.005164.4,Exhibits Technician III,Non Exempt,01-Feb-2012,01-Feb-2012,46841.60
OEM,OEM 011 Emergency Management,B.006510.6,Emergency Management Planner II,Exempt,01-Jan-2006,01-Jul-2009,83116.02
OEM,OEM 011 Emergency Management,B.007643.1,Security Program Manager,Exempt,02-Aug-2021,,117999.96
OEM,OEM 011 Emergency Management,G.007665,Administrative Specialist I,Non Exempt,31-Jan-2019,01-Jul-2021,40768.00
OEM,OEM 011 Emergency Management,B.007344.1,Emergency Management Planner I,Exempt,12-Oct-2017,12-Oct-2017,55123.64
OEM,OEM 011 Emergency Management,B.007428.1,Administrative Assistant,Non Exempt,20-Aug-2012,01-Jul-2018,42219.06
OEM,OEM 011 Emergency Management,B.002470.2,Emergency Management Coordinator,Exempt,24-May-2018,31-Dec-2020,102079.12
OEM,OEM 011 Emergency Management,B.006511.3,Emergency Management Planner II,Exempt,06-May-2021,06-May-2021,54828.80
OEM,OEM 011 Emergency Management,B.000169.4,Deputy Emergency Management Coordinator,Exempt,03-Jun-2021,03-Jun-2021,82399.98
PAR,PAR 010 Directors Office,B.005350.3,Office Assistant II,Non Exempt,22-Mar-2015,22-Mar-2015,36316.02
PAR,PAR 010 Directors Office,B.001124,Executive Assistant II,Non Exempt,12-Mar-2020,12-Mar-2020,47261.76
PAR,PAR 010 Directors Office,B.001371,Director of Parks and Recreation,Exempt,29-Mar-2018,29-Mar-2018,173507.10
PAR,PAR 010 Directors Office,N.030693,Facility Customer Assistant,Non Exempt,26-Mar-2019,,11.50
PAR,PAR 011 Planning Design and Development,B.002847.1,Planner II,Exempt,22-Jul-2016,22-Jul-2016,70632.12
PAR,PAR 011 Planning Design and Development,B.000684,Administrative Technician,Non Exempt,07-Nov-1991,16-Aug-2009,51074.40
PAR,PAR 011 Planning Design and Development,B.003136,Landscape Architect,Exempt,01-May-2006,01-May-2006,73875.88
PAR,PAR 011 Planning Design and Development,B.002419,Planner III,Exempt,25-May-2017,25-May-2017,68662.36
PAR,PAR 011 Planning Design and Development,B.002522,Landscape Architect,Exempt,16-Jul-2003,16-Jul-2003,76954.28
PAR,PAR 011 Planning Design and Development,B.004326,Parks and Recreation Design and Development Admin,Exempt,16-Mar-2014,16-Mar-2014,99452.08
PAR,PAR 011 Planning Design and Development,B.002818,Planner II,Exempt,01-Nov-1982,01-Oct-2004,87318.40
PAR,PAR 012 Business Systems,B.002557,Parks and Recreation Administrator,Exempt,16-Apr-2014,16-Apr-2014,128589.50
PAR,PAR 012 Business Systems,B.001854,Account Clerk III,Non Exempt,21-Mar-2005,22-Jan-2015,40014.26
PAR,PAR 012 Business Systems,B.003961.1,Administrative Assistant,Non Exempt,11-May-2017,11-May-2017,38059.06
PAR,PAR 012 Business Systems,B.004587,Account Clerk III,Non Exempt,01-Nov-2005,22-Jun-2016,44091.06
PAR,PAR 012 Business Systems,B.002913,Account Clerk III,Non Exempt,11-May-1989,01-Jan-2003,49270.26
PAR,PAR 013 Parks and Recreation Human Resources,B.003894.1,Administrative Specialist II,Non Exempt,16-Mar-1994,20-Jul-2017,63421.54
PAR,PAR 013 Parks and Recreation Human Resources,N.090072,Account Clerk II,Non Exempt,01-Nov-2013,01-Nov-2013,15.61
PAR,PAR 013 Parks and Recreation Human Resources,B.005248,Administrative Services Coordinator,Exempt,03-Jan-2019,01-Jan-2019,76673.48
PAR,PAR 013 Parks and Recreation Human Resources,N.030362,Office Assistant I,Non Exempt,26-Sep-2017,26-Sep-2017,14.14
PAR,PAR 013 Parks and Recreation Human Resources,B.003908,Account Clerk III,Non Exempt,15-Aug-2019,15-Aug-2019,36249.46
PAR,PAR 013 Parks and Recreation Human Resources,B.005892,Recreation Specialist I,Non Exempt,07-Oct-1991,16-Mar-2003,59758.40
PAR,PAR 013 Parks and Recreation Human Resources,B.004588.1,Parks and Recreation Supervisor,Exempt,06-Jul-1981,01-Feb-2000,80271.88
PAR,PAR 013 Parks and Recreation Human Resources,N.030362,Office Assistant I,Non Exempt,19-Jan-1982,13-Apr-2017,14.31
PAR,PAR 015 Parks and Recreation IT Team,B.006161.2,Business Application Specialist I,Non Exempt,01-Dec-1996,22-Mar-2016,53458.34
PAR,PAR 015 Parks and Recreation IT Team,B.003505.4,Technology Services Manager,Exempt,11-Sep-2006,18-Jul-2019,89960.00
PAR,PAR 015 Parks and Recreation IT Team,B.004629.1,Business Application Specialist II,Exempt,12-Jun-1985,16-Oct-2004,78815.88
PAR,PAR 015 Parks and Recreation IT Team,B.002555.2,Business Application Specialist I,Non Exempt,07-Dec-2016,24-May-2018,51024.74
PAR,PAR 021 Parks Maintenance,B.002388.2,Park Assistant,Non Exempt,22-Jun-2017,25-Mar-2021,30326.40
PAR,PAR 021 Parks Maintenance,B.005506.1,Park Assistant,Non Exempt,29-Feb-2008,16-Jul-2012,34275.54
PAR,PAR 021 Parks Maintenance,B.005992.1,Park Assistant,Non Exempt,10-Oct-2019,05-Nov-2020,31720.00
PAR,PAR 021 Parks Maintenance,N.090066,Parks and Recreation Aide III,Non Exempt,16-Jun-2017,,11.20
PAR,PAR 021 Parks Maintenance,N.090066,Parks and Recreation Aide III,Non Exempt,14-Dec-2020,,11.00
PAR,PAR 021 Parks Maintenance,B.006159.1,Park Assistant,Non Exempt,01-Apr-2012,04-Jan-2018,32715.54
PAR,PAR 021 Parks Maintenance,N.090066,Parks and Recreation Aide III,Non Exempt,10-Dec-2020,,11.00
PAR,PAR 021 Parks Maintenance,N.090066,Parks and Recreation Aide III,Non Exempt,29-Mar-2019,,11.20
PAR,PAR 021 Parks Maintenance,N.090066,Parks and Recreation Aide III,Non Exempt,16-Mar-2010,,11.00
PAR,PAR 021 Parks Maintenance,B.000393.1,Park Supervisor II,Non Exempt,16-Jul-1998,01-Jul-2000,53304.94
PAR,PAR 021 Parks Maintenance,N.090066,Parks and Recreation Aide III,Non Exempt,09-Aug-2021,,11.00
PAR,PAR 021 Parks Maintenance,B.002104.1,Park Assistant,Non Exempt,07-Oct-2014,22-May-2016,33797.14
PAR,PAR 021 Parks Maintenance,N.090066,Parks and Recreation Aide III,Non Exempt,25-Nov-1974,,11.00
PAR,PAR 021 Parks Maintenance,B.001522.1,Parks and Recreation Supervisor,Exempt,16-Jan-1992,01-Aug-1998,81831.88
PAR,PAR 021 Parks Maintenance,N.030661,Parks and Recreation Aide,Non Exempt,24-Feb-1995,28-Apr-2008,9.52
PAR,PAR 021 Parks Maintenance,N.090066,Parks and Recreation Aide III,Non Exempt,18-May-1994,01-Sep-1995,11.20
PAR,PAR 021 Parks Maintenance,B.006840.2,Park Assistant,Non Exempt,22-Aug-2017,12-Sep-2019,31259.54
PAR,PAR 021 Parks Maintenance,N.030661,Parks and Recreation Aide,Non Exempt,18-Jul-2015,,9.52
PAR,PAR 021 Parks Maintenance,N.090066,Parks and Recreation Aide III,Non Exempt,19-Dec-2017,27-Sep-2018,11.20
PAR,PAR 021 Parks Maintenance,N.090066,Parks and Recreation Aide III,Non Exempt,28-Dec-2020,,11.00
PAR,PAR 021 Parks Maintenance,N.030661,Parks and Recreation Aide,Non Exempt,14-Nov-2017,,9.52
PAR,PAR 021 Parks Maintenance,N.030661,Parks and Recreation Aide,Non Exempt,05-Jun-2015,,9.52
PAR,PAR 021 Parks Maintenance,B.004385.1,Park Assistant,Non Exempt,01-Jul-1998,01-Jul-1998,41451.54
PAR,PAR 021 Parks Maintenance,B.001390.2,Administrative Services Coordinator,Exempt,10-Oct-2019,10-Oct-2019,62940.80
PAR,PAR 021 Parks Maintenance,N.030661,Parks and Recreation Aide,Non Exempt,05-Mar-1997,05-Mar-1997,9.52
PAR,PAR 021 Parks Maintenance,N.090066,Parks and Recreation Aide III,Non Exempt,01-Oct-2018,,11.00
PAR,PAR 021 Parks Maintenance,N.090066,Parks and Recreation Aide III,Non Exempt,16-Aug-2013,16-Aug-2013,11.20
PAR,PAR 022 Parks and Natural Areas,P.050220,Recreation Specialist I,Non Exempt,26-Nov-2019,,19.98
PAR,PAR 022 Parks and Natural Areas,B.002671.1,Recreation Specialist I,Non Exempt,08-Aug-1974,16-Mar-2012,51287.34
PAR,PAR 022 Parks and Natural Areas,N.030386.2,Parks and Recreation Aide III,Non Exempt,19-May-2017,,11.20
PAR,PAR 022 Parks and Natural Areas,B.004691.5,Recreation Specialist I,Non Exempt,03-Jun-2021,03-Jun-2021,40768.00
PAR,PAR 022 Parks and Natural Areas,B.005796.2,Recreation Specialist I,Non Exempt,16-Apr-1998,16-Mar-2003,50725.74
PAR,PAR 022 Parks and Natural Areas,B.003873.3,Recreation Specialist I,Non Exempt,01-Jul-2011,29-Aug-2019,42031.34
PAR,PAR 022 Parks and Natural Areas,B.005242.8,Recreation Specialist II,Exempt,01-May-2006,25-Apr-2019,61395.36
PAR,PAR 022 Parks and Natural Areas,B.004547.2,Office Assistant II,Non Exempt,16-Oct-2001,01-May-2008,43388.02
PAR,PAR 022 Parks and Natural Areas,B.004215.1,Recreation Specialist II,Exempt,12-Apr-1993,16-Nov-2006,70360.16
PAR,PAR 022 Parks and Natural Areas,B.002015,Parks and Recreation Coordinator,Exempt,16-Jun-1998,01-Jan-2003,89150.36
PAR,PAR 022 Parks and Natural Areas,B.004560.3,Recreation Specialist I,Non Exempt,01-Nov-2009,07-Feb-2015,46336.94
PAR,PAR 022 Parks and Natural Areas,B.005507.2,Recreation Specialist II,Exempt,16-Mar-2004,28-Mar-2019,60708.96
PAR,PAR 022 Parks and Natural Areas,B.005244,Parks and Recreation Supervisor,Exempt,01-Jul-2000,16-Dec-2002,77255.88
PAR,PAR 023 Lynnhaven Boat Ramp & Beach Facility,B.005786.1,Park Assistant,Non Exempt,11-May-1992,01-Aug-2003,38289.94
PAR,PAR 023 Lynnhaven Boat Ramp & Beach Facility,N.030033.1,Parks and Recreation Aide III,Non Exempt,14-Jun-2019,,11.20
PAR,PAR 023 Lynnhaven Boat Ramp & Beach Facility,P.050323.1,Parks and Recreation Aide IV,Non Exempt,10-Apr-2003,,12.38
PAR,PAR 023 Lynnhaven Boat Ramp & Beach Facility,N.030033.1,Parks and Recreation Aide III,Non Exempt,09-Jan-1981,,11.20
PAR,PAR 023 Lynnhaven Boat Ramp & Beach Facility,N.030033.1,Parks and Recreation Aide III,Non Exempt,14-Jun-2019,,11.20
PAR,PAR 023 Lynnhaven Boat Ramp & Beach Facility,N.030033.1,Parks and Recreation Aide III,Non Exempt,09-Aug-2021,,11.00
PAR,PAR 023 Lynnhaven Boat Ramp & Beach Facility,N.030033.1,Parks and Recreation Aide III,Non Exempt,01-Jul-2013,,11.00
PAR,PAR 027 Little Island Park,N.030410.1,Parks and Recreation Aide III,Non Exempt,01-Aug-2010,22-Jun-2014,11.20
PAR,PAR 027 Little Island Park,N.030410.1,Parks and Recreation Aide III,Non Exempt,29-Oct-2020,,11.00
PAR,PAR 027 Little Island Park,N.030410.1,Parks and Recreation Aide III,Non Exempt,08-Feb-2021,,11.00
PAR,PAR 027 Little Island Park,B.003048.1,Park Assistant,Non Exempt,01-Jul-2011,22-Mar-2015,34254.74
PAR,PAR 027 Little Island Park,N.030410.1,Parks and Recreation Aide III,Non Exempt,01-Apr-2021,,11.00
PAR,PAR 027 Little Island Park,B.002215.1,Park Supervisor II,Non Exempt,01-Aug-2001,12-Oct-2017,51287.34
PAR,PAR 038 Open Space Management and Maintenance,N.030266.1,Parks and Recreation Aide IV,Non Exempt,19-Oct-2020,,12.17
PAR,PAR 038 Open Space Management and Maintenance,B.000717.6,Recreation Specialist II,Exempt,01-Mar-2013,18-Jul-2019,52992.16
PAR,PAR 039 Open Space Planning,B.000343.4,Planner II,Exempt,06-Dec-2018,06-Dec-2018,60876.92
PAR,PAR 039 Open Space Planning,B.005787,Planner III,Exempt,16-Jun-2009,02-Mar-2017,71574.36
PAR,PAR 041 Landscape Asset Management,B.001218.1,Landscape Inspector II,Non Exempt,16-Apr-2012,24-May-2018,63608.74
PAR,PAR 041 Landscape Asset Management,B.001490,Landscape Inspector II,Non Exempt,16-Jul-2009,16-Jul-2009,55767.14
PAR,PAR 041 Landscape Asset Management,B.001785,Operations Coordinator,Exempt,01-Apr-2006,01-Jan-2013,85765.16
PAR,PAR 041 Landscape Asset Management,B.001208,Landscape Management Administrator,Exempt,16-Jul-1999,01-Jan-2011,104489.58
PAR,PAR 041 Landscape Asset Management,B.001237.1,City Arborist,Exempt,10-Oct-2002,01-Nov-2011,80261.48
PAR,PAR 041 Landscape Asset Management,B.002633.1,Equipment Maintenance Supervisor,Non Exempt,25-May-2017,12-Aug-2021,52187.20
PAR,PAR 041 Landscape Asset Management,B.000191.1,Office Supervisor,Non Exempt,11-Feb-1998,01-Nov-2009,53887.60
PAR,PAR 041 Landscape Asset Management,B.004013,Office Assistant II,Non Exempt,23-Jun-1977,01-Jul-1995,46696.00
PAR,PAR 041 Landscape Asset Management,B.003035.1,Mechanic II,Non Exempt,16-May-2000,21-Dec-2017,49904.40
PAR,PAR 041 Landscape Asset Management,B.002894.1,Mechanic I,Non Exempt,26-Aug-2021,,36920.00
PAR,PAR 041 Landscape Asset Management,B.002116,Account Clerk II,Non Exempt,03-Aug-2017,03-Aug-2017,34485.62
PAR,PAR 041 Landscape Asset Management,B.000843.1,Landscape Inspector II,Non Exempt,01-Oct-2009,26-Apr-2018,60447.14
PAR,PAR 041 Landscape Asset Management,B.005615.1,Horticulturist,Non Exempt,09-May-2019,09-May-2019,43008.94
PAR,PAR 041 Landscape Asset Management,B.004145.2,Landscape Inspector I,Non Exempt,16-May-2000,19-Jul-2018,48984.78
PAR,PAR 041 Landscape Asset Management,B.003155,Landscape Inspector I,Non Exempt,01-Oct-2012,11-Oct-2018,48423.18
PAR,PAR 041 Landscape Asset Management,B.004085,Landscape Inspector I,Non Exempt,01-Mar-2006,07-Sep-2015,63399.18
PAR,PAR 041 Landscape Asset Management,B.000284,Administrative Analyst,Exempt,01-Mar-2008,22-Jun-2016,58990.10
PAR,PAR 041 Landscape Asset Management,B.001866,Account Clerk III,Non Exempt,17-Aug-2000,31-Dec-2020,45027.06
PAR,PAR 041 Landscape Asset Management,B.002917,Office Assistant II,Non Exempt,01-Jun-2012,17-Aug-2017,35879.22
PAR,PAR 041 Landscape Asset Management,B.003134,Account Clerk III,Non Exempt,22-Jun-2017,07-Jun-2018,37871.86
PAR,PAR 041 Landscape Asset Management,B.000150.1,Administrative Assistant,Non Exempt,01-Sep-2012,22-Apr-2015,51521.60
PAR,PAR 042 Landscape Maintenance Management,B.004470.1,Groundskeeper I,Non Exempt,28-Feb-2019,28-Feb-2019,28295.80
PAR,PAR 042 Landscape Maintenance Management,B.003893.1,Park Supervisor II,Non Exempt,29-Jul-1999,07-Mar-2015,50263.20
PAR,PAR 042 Landscape Maintenance Management,B.004195.1,Grounds Services Supervisor,Non Exempt,16-Jul-2011,31-Jan-2019,60010.34
PAR,PAR 042 Landscape Maintenance Management,B.001717,Landscape Supervisor,Non Exempt,24-May-2018,18-Jul-2019,55484.00
PAR,PAR 042 Landscape Maintenance Management,B.002581.1,Operations Coordinator,Exempt,01-Jan-2000,15-Feb-2018,94053.96
PAR,PAR 042 Landscape Maintenance Management,B.003174,Grounds Crew Leader,Non Exempt,07-Oct-2014,07-Dec-2017,45531.20
PAR,PAR 042 Landscape Maintenance Management,B.004159.1,Motor Equipment Operator II,Non Exempt,01-Jun-1988,01-Aug-2013,47918.26
PAR,PAR 042 Landscape Maintenance Management,B.000803.2,Groundskeeper II,Non Exempt,22-Jun-2015,22-Jun-2015,31137.60
PAR,PAR 042 Landscape Maintenance Management,B.003499.1,Landscape Supervisor,Non Exempt,16-May-1980,01-Dec-2008,65603.98
PAR,PAR 042 Landscape Maintenance Management,B.000904.1,Motor Equipment Operator II,Non Exempt,01-Sep-2010,07-Oct-2015,39806.26
PAR,PAR 042 Landscape Maintenance Management,B.003145.1,Landscape Supervisor,Non Exempt,01-May-1980,14-Aug-2017,57055.18
PAR,PAR 042 Landscape Maintenance Management,B.001643.1,Landscape Supervisor,Non Exempt,24-May-2018,11-Apr-2019,56618.38
PAR,PAR 042 Landscape Maintenance Management,B.005613,Grounds Crew Leader,Non Exempt,20-Jan-2000,22-Apr-2015,46456.80
PAR,PAR 042 Landscape Maintenance Management,B.001276,Groundskeeper I,Non Exempt,22-May-2004,16-May-2006,32871.80
PAR,PAR 042 Landscape Maintenance Management,B.005610,Grounds Crew Leader,Non Exempt,16-Apr-1994,17-Aug-2017,46456.80
PAR,PAR 042 Landscape Maintenance Management,B.001561.1,Groundskeeper II,Non Exempt,11-May-1988,22-Sep-2015,42307.20
PAR,PAR 042 Landscape Maintenance Management,B.003138.1,Groundskeeper II,Non Exempt,01-Apr-2013,07-May-2016,31220.28
PAR,PAR 042 Landscape Maintenance Management,B.000080.3,Groundskeeper I,Non Exempt,01-Jul-2021,,26000.00
PAR,PAR 042 Landscape Maintenance Management,B.005614,Landscape Supervisor,Non Exempt,16-Jun-2005,22-Sep-2016,57075.98
PAR,PAR 042 Landscape Maintenance Management,B.002261,Groundskeeper I,Non Exempt,06-May-2021,06-May-2021,26000.00
PAR,PAR 042 Landscape Maintenance Management,B.004275,Landscape Supervisor,Non Exempt,01-Jul-1993,07-Oct-2015,57159.18
PAR,PAR 042 Landscape Maintenance Management,B.005608,Groundskeeper II,Non Exempt,16-Mar-2010,16-Nov-2011,34090.68
PAR,PAR 042 Landscape Maintenance Management,B.002707,Landscape Supervisor,Non Exempt,01-Nov-2009,11-Apr-2019,56618.38
PAR,PAR 042 Landscape Maintenance Management,B.005606,Groundskeeper II,Non Exempt,01-Sep-2013,22-Apr-2016,32717.88
PAR,PAR 042 Landscape Maintenance Management,B.005600,Groundskeeper I,Non Exempt,06-Dec-2018,06-Dec-2018,28295.80
PAR,PAR 042 Landscape Maintenance Management,B.005604,Groundskeeper I,Non Exempt,18-Jan-2018,18-Jan-2018,28295.80
PAR,PAR 042 Landscape Maintenance Management,B.001898,Groundskeeper I,Non Exempt,28-Sep-2017,28-Sep-2017,28295.80
PAR,PAR 042 Landscape Maintenance Management,B.005607,Groundskeeper II,Non Exempt,16-Jan-2008,12-Oct-2017,32801.08
PAR,PAR 042 Landscape Maintenance Management,B.005603,Groundskeeper I,Non Exempt,01-Sep-2010,01-Sep-2010,30147.00
PAR,PAR 042 Landscape Maintenance Management,B.000327.2,Groundskeeper II,Non Exempt,16-Feb-2005,23-Aug-2018,42307.20
PAR,PAR 042 Landscape Maintenance Management,B.000158,Landscape Supervisor,Non Exempt,10-Sep-1990,01-Oct-2011,65520.78
PAR,PAR 042 Landscape Maintenance Management,B.002413.1,Motor Equipment Operator II,Non Exempt,01-Aug-2012,14-Mar-2019,37081.46
PAR,PAR 042 Landscape Maintenance Management,B.000666,Groundskeeper I,Non Exempt,06-Jul-2017,06-Jul-2017,28295.80
PAR,PAR 042 Landscape Maintenance Management,B.002384.2,Groundskeeper II,Non Exempt,22-Nov-2015,05-Dec-2019,31220.28
PAR,PAR 042 Landscape Maintenance Management,B.001179,Landscape Supervisor,Non Exempt,01-Aug-2001,30-Aug-2018,55484.00
PAR,PAR 042 Landscape Maintenance Management,B.000491,Groundskeeper I,Non Exempt,01-Jan-2003,01-Jan-2003,34307.00
PAR,PAR 042 Landscape Maintenance Management,B.001545,Groundskeeper I,Non Exempt,10-Sep-2020,10-Sep-2020,26000.00
PAR,PAR 042 Landscape Maintenance Management,B.005609,Groundskeeper II,Non Exempt,01-Jun-1996,16-Jan-2007,42307.20
PAR,PAR 042 Landscape Maintenance Management,B.001832.1,Grounds Crew Leader,Non Exempt,01-Oct-2007,04-Jan-2018,46456.80
PAR,PAR 042 Landscape Maintenance Management,B.000262,Motor Equipment Operator III,Non Exempt,16-Jun-1978,01-Nov-2004,56888.00
PAR,PAR 042 Landscape Maintenance Management,B.000038.1,Groundskeeper I,Non Exempt,21-May-2020,21-May-2020,27380.60
PAR,PAR 042 Landscape Maintenance Management,B.003367,Groundskeeper II,Non Exempt,16-Aug-1996,16-Mar-2001,40497.08
PAR,PAR 042 Landscape Maintenance Management,B.005612,Groundskeeper II,Non Exempt,23-Jan-2002,07-Sep-2016,32073.08
PAR,PAR 042 Landscape Maintenance Management,B.003345.1,Groundskeeper II,Non Exempt,06-Dec-2018,05-Dec-2019,31303.48
PAR,PAR 042 Landscape Maintenance Management,B.002101,Groundskeeper I,Non Exempt,19-Nov-2020,19-Nov-2020,26000.00
PAR,PAR 042 Landscape Maintenance Management,B.007491.1,Groundskeeper II,Non Exempt,01-Feb-2018,04-Jul-2019,31199.48
PAR,PAR 042 Landscape Maintenance Management,B.000353.2,Groundskeeper II,Non Exempt,22-May-2015,05-Dec-2019,31532.28
PAR,PAR 042 Landscape Maintenance Management,B.001889.1,Groundskeeper I,Non Exempt,03-Jan-2019,03-Jan-2019,28295.80
PAR,PAR 042 Landscape Maintenance Management,B.000032,Groundskeeper II,Non Exempt,05-Aug-1999,16-Oct-2005,36171.20
PAR,PAR 042 Landscape Maintenance Management,B.002986,Groundskeeper I,Non Exempt,21-May-1985,21-May-1985,34036.60
PAR,PAR 042 Landscape Maintenance Management,B.003990.1,Superintendent of Grounds Services,Exempt,01-May-1995,22-Sep-2015,77703.08
PAR,PAR 042 Landscape Maintenance Management,B.001244,Groundskeeper I,Non Exempt,28-Sep-2017,28-Sep-2017,28295.80
